Filename,Corrected sentence,Predicted sentence,WER from jiwer,Substitutions,Deletions,Insertions,Correct,N,Our WER,MER from jiwer,WIL from jiwer
sm04010105350.txt, tome treba dodati i pomoć vlade od četrdeset šest milijuna dolara,to mi treba dodati pomoć vlade od 46 miliona dolara,0.6,3,1,2,6,10,0.6,0.5,0.672727273
sm04140105239.txt,biometeorološki će utjecaj biti vrlo povoljan,biometeorološke će utjecaj biti vrlo nepovoljan,0.333333333,2,0,0,4,6,0.333333333,0.333333333,0.555555556
sm04170105310.txt,predsjedniku mesiću na ponovnom je izboru čestitao i britanski ministar za europu denis mekšejn,predsjednik u mesiću naponom je izboru čestitao i britanski ministar za evropu denis mcshane,0.428571429,6,0,0,8,14,0.428571429,0.428571429,0.673469388
sm04120703152.txt, ilok jedan dva četiri sto dvadeset četiri,12 424,3.5,2,0,5,0,2,3.5,1,1
sm04111204150.txt,tri dva devet tristo dvadeset devet slavonski brod tri nula šest,329 329 slavonski brod 306,1.8,3,0,6,2,5,1.8,0.818181818,0.927272727
sm04070105166.txt,za predsjedničke izbore,za predsedničke izbore,0.333333333,1,0,0,2,3,0.333333333,0.333333333,0.555555556
sm04251202305.txt,u subotu i nedjelju većinom oblačno i osjetno toplije povremeno s kišom zapuhat će mjestimice umjeren jugozapadnjak,u subotu i nedelju većinom oblačno i osetno toplije povremeno s kišom za puhanje mjeseca umirem jugozan banja,0.444444444,7,1,0,10,18,0.444444444,0.444444444,0.673202614
sm04140602305.txt,i prognoza za slijedećih dvanaest sati sunčano tiho ili burin danju slab maestral ,i prognoza za sljedećih 12 sati sunčano tiho ili burim danju slab mestral,0.307692308,4,0,0,9,13,0.307692308,0.307692308,0.520710059
sm04300104162.txt,u kojemu svake godine prezimi oko pedeset tisuća ptica,u kojemu svake godine prezimi oko 50.000,0.428571429,1,0,2,6,7,0.428571429,0.333333333,0.428571429
sm04170105202.txt,no elektronički mediji na hrvatskom jeziku u hercegovini ističu predsjednikovu izjavu,elektronički mediji na hrvatskom jeziku u hercegovini ističu predsjednika u izjavu,0.272727273,1,1,1,9,11,0.272727273,0.25,0.330578512
sm04070105203.txt,manje poteškoće zbog visokih temperatura zraka za ovo doba godine mogu imati samo iznimno osjetljivi ljudi,manje poteškoće zbog visokih temperatura zraka za ovo doba godine mogu imati samo iznimno osjeti ljudi,0.0625,1,0,0,15,16,0.0625,0.0625,0.12109375
sm04270402312.txt,i prognoza za slijedećih dvanaest sati,i prognoza za sljedećih 12 sati,0.333333333,2,0,0,4,6,0.333333333,0.333333333,0.555555556
sm04171204135.txt,vukovar sedam šest sedamdeset šest ilok jedan tri dva sto trideset dva,vukovar 76 76 ilok 132 132,1.666666667,4,0,6,2,6,1.666666667,0.833333333,0.944444444
sm04060105408.txt,budući da je bilo raznih nagađanja o cijeni zahvata i načinu plaćanja,budući da je bilo raznih nagađanja o cijeni zahvata i načinu plaćanja,0,0,0,0,12,12,0,0,0
sm04140703327.txt,hrvatske lječničke komore hrvoje minigo,hrvatske komore hrvoje minigo,0.25,0,0,1,4,4,0.25,0.2,0.2
sm04090402409.txt,i prognoza za slijedećih dvanaest sati,i prognoza za sljedećih 12 sati,0.333333333,2,0,0,4,6,0.333333333,0.333333333,0.555555556
sm04170105332.txt,bit će sutra domaćin političke elite,biće sutra domaćin političke elite,0.4,1,0,1,4,5,0.4,0.333333333,0.466666667
sm04250502305.txt,i prognoza za slijedećih dvanaest sati slab jugozapadni vjetar i jugo more malo valovito,i prognoza za sljedećih 12 sati slab jugozapadni vjetar i yugo more malo valovito,0.214285714,3,0,0,11,14,0.214285714,0.214285714,0.382653061
sm04060105501.txt,ili su zbog rata prestale postojati,ili se zbog rata prestane postoje,0.5,3,0,0,3,6,0.5,0.5,0.75
sm04120703117.txt,razgledao je spomen sobu dubrovačkih branitelja,razgledao je spomen sobu dubrovačkih branitelja,0,0,0,0,6,6,0,0,0
sm04070105114.txt,idućih osam godina,idućih osam godina,0,0,0,0,3,3,0,0,0
sm04111204143.txt,ilok jedan sedam nula sto sedamdeset,ilok 170 170,1.666666667,2,0,3,1,3,1.666666667,0.833333333,0.944444444
sm04020204342.txt,na sjednici je bio i predsjednik stjepan mesić koji je podsjetio na slavnu prošlost dubrovnika i nekadašnje dubrovačke republike,na sednici je bio i predsjednik stjepan mesić koje posjetio ona slavnu prošlost dubrovnika i nekadašnje dubrovačke republike,0.277777778,4,0,1,14,18,0.277777778,0.263157895,0.426900585
sm04120703202.txt,vozi se u kolonama bez zastoja,vozi se u kolonama bez zastoja,0,0,0,0,6,6,0,0,0
sm04140105127.txt,u kojima su razmješteni vojnici,u kojima su razmišljali vojnici,0.2,1,0,0,4,5,0.2,0.2,0.36
sm04060105494.txt,u sjeveroistočnoj pokrajini,brate sjever istočno pokreni,1,3,1,0,0,4,1,1,1
sm04140105233.txt,neprestance potvrđuju donacije,prestani se potvrđuju donesi,0.75,2,1,0,1,4,0.75,0.75,0.916666667
sm04140703337.txt,na kliničkim ispitivanjima lijekova,klinička ispitivanja lijekova,1,2,0,1,1,3,1,0.75,0.916666667
sm04140105215.txt,istodobno su pozvale vladu u beogradu,odavno se upoznali vladu u beogradu,0.5,3,0,0,3,6,0.5,0.5,0.75
sm04010105140.txt, u nekim se gradovima nisu niti održale velike novogodišnje proslave,u nekim sa gradovima nisu niti održale velike novogodišnje proslave,0.1,1,0,0,9,10,0.1,0.1,0.19
sm04170105352.txt,ožujak,može,1,1,0,0,0,1,1,1,1
sm04171204138.txt,sava zagreb minus dva jedan sedam minus dvjesto sedamnaest crnac minus jedan šest minus šesnaest,sava zagreb minus 217 - 217 crnac minus 1.6 16,1,5,0,5,5,10,1,0.666666667,0.833333333
sm04060105402.txt,koji su mu ispravno postavili dijagnozu rijetke lokacije malignoma,mu ispravno postaviti dijagnozu rijetke lokacije malignom,0.571428571,2,0,2,5,7,0.571428571,0.444444444,0.603174603
sm04300104154.txt,vlasti u hong kongu zatvorile su sve prostore,vlasti u hong kongu zatvorili su sve prostore,0.125,1,0,0,7,8,0.125,0.125,0.234375
sm04310105305.txt,inače talijanska tvrtka gradi pet tisuća sedamsto šezdeset metara dugi tunel mala kapela a budući da je njegova izgradnja pri kraju upravo danas većina njihovih djelatnika ,inače je talijanska tvrtka gradi 5760 m dugi tunel mala kapela budući da je njegova izgradnja pri kraju upravo danas većina njihovih djelatnika,0.304347826,2,1,4,20,23,0.304347826,0.259259259,0.331103679
sm04111204105.txt,vrijeme poslijepodne na jadranu i u višem gorju sunčano a u ostalim krajevima oblačno,vrijeme poslijepodne na jadranu i u višem gori sunčano a u ostalim krajevima oblačno,0.071428571,1,0,0,13,14,0.071428571,0.071428571,0.137755102
sm04050204451.txt,prosvjednici su se odazvali na poziv nacionalnog sindikata novinara,protivnici su se odazvali na poziv nacionalnog sindikata novinara,0.111111111,1,0,0,8,9,0.111111111,0.111111111,0.209876543
sm04170105133.txt,drava botovo dva terezino polje minus tri nula pet minus tristo pet donji miholjac minus pet jedan minus pedeset jedan osijek minus sedam tri minus sedamdeset tri,brava botovo 2 terezino polje minus 30 5 - 305 donji miholjac minus 51 - 51 osijek minus 73 - 73,0.857142857,12,0,6,9,21,0.857142857,0.666666667,0.857142857
sm04130203102.txt,"vjetar slab do umjeren sjeveroistočni na jadranu pretežito sunčano uz umjerenu i jaku na udare ponegdje i olujnu buru
",vjetar slab da umirem severoistočni na jadranu pretežno sunčano uz u mirenu i ja kuna udare po negdje i olujno boru,0.571428571,10,2,0,9,21,0.571428571,0.571428571,0.796992481
sm04120703277.txt,prijatelja i kolega stoji u brzojavu,prijatelja i kolege stoji u brzojav,0.333333333,2,0,0,4,6,0.333333333,0.333333333,0.555555556
sm04111204144.txt,drava botovo sedam osam sedamdeset osam,brala botovo 78 78,1.25,3,0,2,1,4,1.25,0.833333333,0.958333333
sm04010105124.txt, ali su se proslave i vatrometi ipak organizirali gotovo u cijelom svijetu,ali su se proslave i vatrometi ipak organizira li gotovo u cijelom svijetu,0.153846154,1,1,0,11,13,0.153846154,0.153846154,0.224358974
sm04120703237.txt,i nisu baš velike,i nisu baš velike,0,0,0,0,4,4,0,0,0
sm04171204111.txt,osim na zagrebačkom području zbog ledene kiše sa snijegom sklisko je i na krapinsko zagorskom području,osim na zagrebačkom području zbog ledene kiše sa snijegom sklisko i na krapinsko zagorsko području,0.133333333,1,0,1,14,15,0.133333333,0.125,0.183333333
sm04300104223.txt,rekao je novinarima da će se naknadno odrediti,rekao je novinarima da će se naknadno odrediti,0,0,0,0,8,8,0,0,0
sm04120703241.txt,sedam posto ispitanika je odgovorilo,7% ispitanika je odgovorila,0.75,2,0,1,2,4,0.75,0.6,0.8
sm04111204133.txt,turski premijer redžep erdogan zauzimao se,turski premijer redžep erdogan zauzimaju se,0.166666667,1,0,0,5,6,0.166666667,0.166666667,0.305555556
sm04101204418.txt, a obuhvaćao je između ostaloga,obuhvaća je između ostalog,0.75,2,0,1,2,4,0.75,0.6,0.8
sm04050204463.txt,kojemu će morati isplatiti jednu kunu naknade,kojemu će morati isplatiti jednu kunu naknade,0,0,0,0,7,7,0,0,0
sm04161204438.txt,priopćeno je iz geofizičkog zavoda biometeorološka prognoza za sutra,iz fizičkog zavoda biometeorološka prognoza za sutra,0.428571429,1,0,2,6,7,0.428571429,0.333333333,0.428571429
sm04251202301.txt,vremenska prognoza za sutra djelomice sunčano više oblaka u dalmaciji gdje mjestimice može pasti i malo kiše,vremenska prognoza za sutra dijelove sunčano više oblaka u dalmaciji gdje mesnice može pasti malo kiše,0.1875,2,0,1,14,16,0.1875,0.176470588,0.279411765
sm04170105152.txt,dodjeljeni su zlatni globusi za televizijske serije tako su očajne kućanice,dodeljeni su zlatni globusi za televizijske serije tako su očajne kućanice,0.090909091,1,0,0,10,11,0.090909091,0.090909091,0.173553719
sm04050204450.txt,javnoj radioteleviziji koja je oštro napadnuta u zaključku istrage suca istražitelja brajana hakna,javnoj radio-televizija koja je oštro napadnuta u zaključku istrage sutra istražitelja brajana hitna,0.230769231,3,0,0,10,13,0.230769231,0.230769231,0.408284024
sm04310105220.txt,more malo do umjereno valovito ponegdje na otvorenom krajnjeg dijela južnog jadrana valovito postupno naoblačenje i malo toplije zatim ponegdje slaba kiša,more malo da umirem valovito po negdje na otvorenom krajnje i bijela južnog jadrana valovito postupno na ovlašćenje i malo toplije zatim policije slaba kiša,0.4,7,3,0,15,25,0.4,0.4,0.590909091
sm04060105521.txt,i dijelu srednjega,ide u sve njega,1,3,1,0,0,4,1,1,1
sm04140105137.txt,početkom tjedna sudski su dužnosnici objavili da radikalna muslimanska skupina,početkom tjedna sudski su dužnosti objavili da radikalna muslimanska skupi,0.2,2,0,0,8,10,0.2,0.2,0.36
sm04070105106.txt,održavanja i keteringa,održavanje i ketering,0.666666667,2,0,0,1,3,0.666666667,0.666666667,0.888888889
sm04300104127.txt,vlado puljiz predsjednik znanstvenog savjeta centra za demokraciju i pravo miko tripalo,predsednik zdravstvenog saveta centar za demokratiju i pravo miko tripalo,0.7,5,0,2,5,10,0.7,0.583333333,0.791666667
sm04300104329.txt,u registru se mogu naći svi podaci o tvrtkama i djelatnostima kao i kontakt osobe adrese i financijski podaci,u registru se mogu naći svi podaci o tvrtka na i delatnostima kao i kontakt osobe adrese i finansijski podaci,0.2,3,1,0,16,20,0.2,0.2,0.326315789
sm04170105153.txt,najbolja komična serija a nip tak najbolja dramska serija,najbolja komična serija nip tuck najbolja dramska serija,0.25,1,0,1,7,8,0.25,0.222222222,0.319444444
sm04120703271.txt,pri udaru je ispala iz automobila i poginula a njezin suputnik mario prkomet,pri udaru je ispala iz automobila i poginula a njezin su putnik mario prgomet,0.214285714,2,1,0,11,14,0.214285714,0.214285714,0.335164835
sm04170105343.txt,te bolova na mjestima ranijih prijeloma,bolova na mjestima ranih prijelom,0.6,2,0,1,3,5,0.6,0.5,0.7
sm04300104110.txt,vrijeme poslijepodne uglavnom sunčano na južnom jadranu umjerena naoblaka,prijepodne uglavnom sunčano na južnom jadranu mirana oblaka,0.5,3,0,1,5,8,0.5,0.444444444,0.652777778
sm04140703356.txt, more malo do umjereno valovito,more malo domino valovito,0.5,1,0,1,3,4,0.5,0.4,0.55
sm04020204213.txt,službeno je hrvatsko stajalište bilo da u tome nema pregovora,službeno je hrvatsko stajalište bilo da u tome nema pregovora,0,0,0,0,10,10,0,0,0
sm04111204141.txt,današnji izvještaj o vodostaju rijeka,današnji izveštaj o vodostaju rijeka,0.2,1,0,0,4,5,0.2,0.2,0.36
sm04020204347.txt," tijekom noći i jutra na sjevernome i dijelu srednjega jadrana vidljivost ponegdje manja od jednog kilometra zbog kratkotrajne magle
",tijekom noći i jutra na sjevernom dijelu srednjeg jadrana vidljivost manja od jednog kilometara zbog kratkotrajne magle,0.294117647,3,0,2,14,17,0.294117647,0.263157895,0.393188854
sm04310105113.txt,iz iraka je vijest da je petnaest britanskih vojnika poginulo sinoć u padu vojnog transportnog zrakoplova nedaleko od bagdada ,iz iraka i vijest da je 15 britanskih vojnika poginulo sinoć u padu vojnog transportnog zrakoplova na telekomanda da,0.263157895,5,0,0,14,19,0.263157895,0.263157895,0.457063712
sm04080204437.txt,pa će se većina osjećati bolje osobito oni s niskim tlakom,hoće se većina osjećati bolje osobito onih s niskim plakom,0.4,3,0,1,7,10,0.4,0.363636364,0.554545455
sm04080204426.txt,također u sklopu nastojanja za smanjenjem onečišćenja,takođe u sklopu nastojanja za smanjenjem onečišćenja,0.142857143,1,0,0,6,7,0.142857143,0.142857143,0.265306122
sm04070105213.txt,izgredi su se dogodili tijekom posjeta američkoga demokratskog kandidata na prošlim predsjedničkim izborima džona kerija,izradi su se dogodili tijekom poseta američkog demokratsko kandidata na prošlim predsedničkim izborima džona ker,0.4,6,0,0,9,15,0.4,0.4,0.64
sm04140105203.txt,od početka akcije u iraku u ožujku dvije tisuće treće,početka akcije u iraku u ožujku 2003,0.571428571,1,0,3,6,7,0.571428571,0.4,0.485714286
sm04120703330.txt,koordinator aemvebea,koordinator kn web,0.666666667,1,1,0,1,3,0.666666667,0.666666667,0.833333333
sm04300104333.txt,na četrdeset svjetskih jezika među kojima je i na hrvatskom,10 svjetskih jezika među kojima i na hrvatskom,0.375,1,0,2,7,8,0.375,0.3,0.3875
sm04060105434.txt,ozbiljno ćemo to razmotriti i zakonski imamo vremena do svibnja donijeti odluku za buduću školsku godinu rekao je sanader,nećemo te razmotriti i zakonski imamo vremena do svinja donijeti odluku za buduću školsku godinu neka i senad,0.388888889,6,0,1,12,18,0.388888889,0.368421053,0.578947368
sm04261204101.txt,nešto manje od dvije tisuće ljudi poginulo je u jutrošnjim jakim potresima u južnoj aziji,manje od 2.000 ljudi poginulo je ujutro s njim jakim potres ima u južnoj aziji,0.533333333,4,2,2,9,15,0.533333333,0.470588235,0.64
sm04170105318.txt,slovenski predsjednik janez drnovšek,slovenski predsjednik janez drnovšek,0,0,0,0,4,4,0,0,0
sm04080402403.txt, prostrana dolina širi se sa zapada i jugozapada preko ligurskog i tirenskog mora prema jadranu gdje slabi polje povišenog tlaka,prostrana dolina širi se sa zapada jugozapadu preko lirskog i tirenskog mora prema jadranu mjesta bi polje povišenog tlaka,0.263157895,4,0,1,15,19,0.263157895,0.25,0.407894737
sm04140105123.txt,dodajmo da je američka vojska udvostručila broj helikoptera,dodajemo da je američka vojska udvostruči nabroj helikopter,0.5,4,0,0,4,8,0.5,0.5,0.75
sm04120703229.txt,ističući,ističući,0,0,0,0,1,1,0,0,0
sm04080402406.txt,drugdje jugo i istočnjak tijekom noći i sutra pojačat će se na dvanaest do dvadeset i četiri čvora,druge jugoistočna tijekom noći sutra pojačajte sve na 12 do 24 čvora,1,6,0,6,6,12,1,0.666666667,0.833333333
sm04101204484.txt,da je tim dokumentom utvrđeno sedamnaest glavnih područja zaštite ljudskih prava,letim dokumentom utvrđeno 17 glavnih područja zaštite ljudskih prava,0.444444444,2,0,2,7,9,0.444444444,0.363636364,0.505050505
sm04270402106.txt,"donji miholjac jedan nula deset
",donji miholjac 10 10,0.75,2,0,1,2,4,0.75,0.6,0.8
sm04120703368.txt,"tada je viljam oranjski porazio svrgnutog katoličkog kralja džejmsa drugog
",javljam oranski porazio otvorimo tog katoličko kralja džejmsa drugog,0.777777778,6,0,1,3,9,0.777777778,0.7,0.9
sm04241204420.txt,od cijena autocesta do struje i plina,cijena autocesta do struje i plina,0.166666667,0,0,1,6,6,0.166666667,0.142857143,0.142857143
sm04070105140.txt,dvjesto osamdeset osam osoba,288 osoba,1.5,1,0,2,1,2,1.5,0.75,0.875
sm04010105129.txt, zemlje članice europske unije odlučile su,zemlje članice evropske unije odlučili su,0.333333333,2,0,0,4,6,0.333333333,0.333333333,0.555555556
sm04270402103.txt,botovo,gotovo,1,1,0,0,0,1,1,1,1
sm04050204458.txt,priveden istražnom sucu županijskoga suda u bjelovaru,priveden istražnom sudu županijskog suda u bjelovaru,0.285714286,2,0,0,5,7,0.285714286,0.285714286,0.489795918
sm04120703334.txt,"krešimir viduka je istaknuo da starter ponajprije omogućuje uslugu dvadeset četiri sata na dan
",nervi ruke istaknuo da starter prije omogućuje uslugu 24 sata na dan,0.5,4,0,2,8,12,0.5,0.428571429,0.619047619
sm04060502306.txt,nad jadranom se zadržava polje malo povišenog atmosferskog tlaka,jadranom se zadržava polje malo povišenog atmosferskog tlaka,0.125,0,0,1,8,8,0.125,0.111111111,0.111111111
sm04230502401.txt,izvještaj pomorskog meteorološkog centra split državnoga hidrometeorološkog zavoda počinje upozorenjem,izveštaj pomorskog a meteorološkog centra split državnog hidrometeorološkog zavoda počinje upozorenjem,0.272727273,2,1,0,8,11,0.272727273,0.272727273,0.418181818
sm04050204403.txt,te županijskim skupštinama,županijski skupstinama,1.5,2,0,1,0,2,1.5,1,1
sm04140105126.txt,izjavio je kako će se izbori održati u četirima pokrajinama,izjavio je kako će se izborio držati u četiri ima pokrajina,0.454545455,4,1,0,6,11,0.454545455,0.454545455,0.672727273
sm04170103101.txt,prevladavat će sunčano u dalmaciji poslijepodne postupno jača naoblaka vjetar većinom slab na sjevernom jadranu mjestimice umjerena bura a u dalmaciji istočnjak i jugo,treba davati sunčana u dalmaciji poslepodne postupa jača na oblaka vjetar većinom stvarno na sjevernom jadranu mjesni se umire na bura u dalmaciji istočni aki yugo,0.615384615,14,2,0,10,26,0.615384615,0.615384615,0.83974359
sm04010105167.txt, oni su prihod od ulaznica darovali akciji susjed u nevolji,oni su prihod od ulaznica darovali akciji susjed u nevolji,0,0,0,0,10,10,0,0,0
sm04310105125.txt,ali treba napraviti jasnu razliku između profesionalnog propusta i kaznenog dijela vremenska prognoza za poslijepodne djelomice sunčano uz promjenjivu naoblaku ,treba napraviti jasno razliku između profesionalnog propuste i kaznenog djela vremenska prognoza za poslijepodne bilo mi se sunčano uz promijeni u na oblaku,0.47826087,6,4,1,13,23,0.47826087,0.458333333,0.632608696
sm04060105507.txt,dobila logističku potporu svih hrvatskih ustanova,dobila je logističku potporu svih hrvatskih ustanova,0.142857143,0,1,0,6,7,0.142857143,0.142857143,0.142857143
sm04101204445.txt, izjavio je ruski predsjednik putin,izjavio je ruski predsednik putin,0.2,1,0,0,4,5,0.2,0.2,0.36
sm04241204429.txt,koje je na zahtjev sutkinje domić ponovilo uvid u rad uprave supetarskog suda ,natjecanje domić ponovilo uvid u radu uprave supetar skup suda,0.8,3,1,4,6,10,0.8,0.571428571,0.723076923
sm04170105309.txt,"prozapadno usmjerenim političarom
",zapadna usmerena političar rom,1,3,1,0,0,4,1,1,1
sm04070105212.txt,ubijeni su u odvojenim sukobima sjeverno od bagdada,ubijeni su od vojnim sukobima sjeverno od bagdada,0.25,2,0,0,6,8,0.25,0.25,0.4375
sm04241204434.txt,radi razrješenja sudačke dužnosti kako bih se protiv nje mogao provesti i kazneni postupak,radi rešenje su dečke dužnosti kako bi se protiv nje mogao provesti i kazneni postupak,0.266666667,3,1,0,11,15,0.266666667,0.266666667,0.423809524
sm04300104337.txt,šetao je psa uvježbanog za razminiravanje i tada se aktivirala za sad nepoznata eksplozivna naprava,šetao je psa u jebenog za razminiravanje i tata se aktivirala za se nepoznata eksplozivna naprava,0.25,3,1,0,12,16,0.25,0.25,0.4
sm04140703350.txt,vidljivost dvadeset kilometara,vidimo se 20 km,1,3,1,0,0,4,1,1,1
sm04311204403.txt,švedska finska norveška i njemačka imaju zastave na pola stijega,švedska finska norveška i njemačka imaju zastave na pola snijega,0.1,1,0,0,9,10,0.1,0.1,0.19
sm04241204413.txt,naime sumnju potiče činjenica da je juščenko početkom rujna bio na svečanoj večeri,ne sumnjam potiče činjenica da je jurčenko početkom rujna bio na svečanoj večeri,0.230769231,3,0,0,10,13,0.230769231,0.230769231,0.408284024
sm04261204141.txt,trinaest je sati i osam minuta hrvatski radio prvi program ,13:18 hrvatski radio prvi program,1.2,1,0,5,4,5,1.2,0.6,0.68
sm04310105207.txt,najbolje opovrgava tvrdnju kako tehate namjerava izići iz fiksne telefonije ističe se u priopćenju ,najbolje opovrgava tvrdnju kako thc namjere ovaj izići iz fiksne telefonije ističe se uključenju,0.357142857,3,1,1,10,14,0.357142857,0.333333333,0.489795918
sm04010105321.txt, dok je u tim izgredima ozlijeđeno devetnaest redarstvenika,dok je u tim izgradila određena 19 redarstvenika,0.375,3,0,0,5,8,0.375,0.375,0.609375
sm04070105179.txt,budimpešta jedan sedam dva sto sedamdeset dva,budimpešta 172 172,2,2,0,4,1,3,2,0.857142857,0.952380952
sm04060105487.txt,da učinimo hrvatsku zemljom,hrvatsku zemlja,1.5,1,0,2,1,2,1.5,0.75,0.875
sm04010105171.txt, jer više ne postoji teritorijalne granice pojedinih domova zdravlja za vozila te službe,jer više ne postoji teritorijalne granice pojedinih je domova zdravlja za vozila te službe,0.071428571,0,1,0,13,14,0.071428571,0.071428571,0.071428571
sm04171204128.txt,koje će uz filmski snijeg dočarati zimski ugođaj,koji će uzeti filmski snijeg dočarati zimske ugođaj,0.375,3,0,0,5,8,0.375,0.375,0.609375
sm04070105221.txt,većina analitičara vjeruje da će izbor novog palestinskog predsjednika,analitičara vjeruje da će izbor novog lisinskog predsjednika,0.25,1,0,1,7,8,0.25,0.222222222,0.319444444
sm04020204354.txt,i prognoza za slijedećih dvanaest sati promjenjivo oblačno,i prognoza za sljedećih 12 sati promjenjive oblačno,0.375,3,0,0,5,8,0.375,0.375,0.609375
sm04310105306.txt,treba dobiti raskid radnog ugovora dok je u poduzeću proglašen stečaj kako neslužbeno doznajemo hrvatske autoceste već se nekoliko mjeseci spore s tvrtkom ,treba dobiti raskid radnog ugovora dok je u poduzeću proglašen stečaj kako ne službeno doznajemo hrvatske autoceste već se nekoliko mjeseci ispovest.com,0.227272727,2,1,2,19,22,0.227272727,0.208333333,0.286561265
sm04010105235.txt, nad jadranom se sa zapada pruža anticiklonalni greben,nadi jadranom se sa zapada pruža anticiklona mi greben,0.333333333,2,1,0,6,9,0.333333333,0.333333333,0.5
sm04120703240.txt,koji im kandidat prvi pada na pamet,da li da prvi pada na pamet,0.428571429,3,0,0,4,7,0.428571429,0.428571429,0.673469388
sm04260502302.txt,u unutrašnjosti djelomice a na jadranu pretežito sunčano samo će ponegdje biti kratkotrajnih pljuskova i grmljavine i to ponajprije u gorskim i istočnim krajevima,unutrašnjosti dionice ane jadranu pretraži to sunčano samo će ponegde biti kratkotrajni pljuskovi i grmljavina i dopune prije u gorskim istočnim krajevima,0.590909091,11,0,2,11,22,0.590909091,0.541666667,0.770833333
sm04101204457.txt, upozorava se da ima dokaza da su teroristi,upozorava se da ima dokaza da su teroristi,0,0,0,0,8,8,0,0,0
sm04120103305.txt,"i minus petnaest stupnjeva na sjevernome i srednjem jadranu od minus pet do nula
",i minus 15 stupnjeva na sjevernom i srednjem jadranu od minus pet do nula,0.142857143,2,0,0,12,14,0.142857143,0.142857143,0.265306122
sm04090703301.txt," ustavni sud ukinuo je telefonsku pretplatu ali je do trideset i prvoga listopada
",ustavni sud ukinuo je telefonsku pretplatu ali je do 30 broj listopada,0.25,2,0,1,10,12,0.25,0.230769231,0.358974359
sm04101204408.txt, zastupati na skorašnjim sastancima europske unije u briselu,zastupati nesko rešim sastancima europske unije u briselu,0.25,2,0,0,6,8,0.25,0.25,0.4375
sm04120703154.txt,botovo jedan šest šesnaest,gotovo 1.6 16,1.333333333,3,0,1,0,3,1.333333333,1,1
sm04140602301.txt," izvještaj pomorskog meteorološkog centra split državnog hidrometeorološkog zavoda stanje nad jadranom zadržava se anticiklona
",izveštaj pomorskog a meteorološkog centra split državnog hidrometeorološkog zavoda stanje nadi jadranom se zadržava anticiklona,0.333333333,4,1,0,10,15,0.333333333,0.333333333,0.523809524
sm04140703212.txt,"nedžad dači
",unknownvalueerror,2,1,0,1,0,1,2,1,1
sm04260502103.txt,"vjetar pretežito slab najviša dnevna temperatura od devetnaest i dvadeset i četiri a u dalmaciji i slavoniji do dvadeset i sedam stupnjeva
",vjetar pretežno slab najviša dnevna temperatura od 19 do 24 a u dalmaciji slavoniji do 27 stupnjeva,0.588235294,5,0,5,12,17,0.588235294,0.454545455,0.614973262
sm04010105343.txt, kina šezdeset dva milijuna dolara,kina 62 miliona dolara,0.75,2,0,1,2,4,0.75,0.6,0.8
sm04080204432.txt,a zatim je na trgu ispred kotorske prvostolnice kotorska mornarica izvela svoje tradicionalno kolo,a zatim i na trgu ispred kotorske prvo solnice bokeljska mornarica izvela svoje tradicionalno kolo,0.266666667,3,1,0,11,15,0.266666667,0.266666667,0.423809524
sm04070105174.txt,vozila se naizmjence propuštaju jednim prometnim trakom,vozila se na iznese propuštaju i jednim prometnom trakom,0.444444444,2,2,0,5,9,0.444444444,0.444444444,0.603174603
